Direction,sender,To,Time (UTC),Time (local),Message,Profile,Origin path,Is deleted,Label,line_number,suspicion_score,is_suspicious
Incoming,Christopher Taylor,Grace Jones,01/10/2025 17:01,01/11/2025 01:01,on the way,,,False,normal,505,0.3127079260305171,False
Outgoing,Rebecca Williams,Chelsea Mann,01/20/2025 13:43,01/20/2025 21:43,how are you?,,,False,normal,506,0.3127079260305171,False
Incoming,Dalton Carney,Anna Fisher,01/16/2025 17:33,01/17/2025 01:33,meeting at 3pm,,,False,normal,507,0.3127079260305171,False
Incoming,April Long MD,Katie Sanders,01/14/2025 20:55,01/15/2025 04:55,jalan-jalan,,,False,normal,508,0.3127079260305171,False
Outgoing,Dr. Jacqueline Gonzalez,Anthony Fernandez,01/18/2025 01:57,01/18/2025 09:57,how are you?,,,False,normal,509,0.3127079260305171,False
Incoming,Andrew Frye,Mark Nguyen,01/10/2025 15:32,01/10/2025 23:32,drive safe,,,False,normal,510,0.3127079260305171,False
Incoming,Samantha Moore,Melissa Jones,01/09/2025 07:48,01/09/2025 15:48,å°æ¯,,,False,drug,511,0.3127079260305171,False
Incoming,Emily Newton,Martin Scott,01/09/2025 16:35,01/10/2025 00:35,check line,,,False,drug,512,0.3127079260305171,False
Incoming,Amy Marshall,Erika Reynolds,01/02/2025 12:21,01/02/2025 20:21,smoke,,,False,drug,513,0.3127079260305171,False
Incoming,Roy Miller,Travis Cox,01/15/2025 12:31,01/15/2025 20:31,drive safe,,,False,normal,514,0.3127079260305171,False
Outgoing,Kelly Brown,Alec Moore,01/05/2025 18:28,01/06/2025 02:28,paket,,,False,drug,515,0.3127079260305171,False
Outgoing,Jeffery Henry,Mr. Patrick Durham PhD,01/17/2025 21:53,01/18/2025 05:53,see you at mall,,,False,normal,516,0.3127079260305171,False
Incoming,Tiffany Rice,Mark Singh,01/21/2025 18:41,01/22/2025 02:41,family dinner,,,False,normal,517,0.3127079260305171,False
Incoming,Felicia Baker,Jeffrey Kim,01/03/2025 14:27,01/03/2025 22:27,budak hantar,,,False,drug,518,0.3127079260305171,False
Incoming,Leah Jackson MD,Christina Reyes,01/20/2025 07:22,01/20/2025 15:22,game tonight,,,False,normal,519,0.3127079260305171,False
Outgoing,Daniel Mcclain,Danielle Stark,01/20/2025 20:38,01/21/2025 04:38,family dinner,,,False,normal,520,0.3127079260305171,False
Incoming,Troy Lewis,Emily Gilbert,01/03/2025 01:36,01/03/2025 09:36,barang ori,,,False,drug,521,0.4991575369830738,True
Incoming,Jonathan Jones,Connie Shah,01/17/2025 21:35,01/18/2025 05:35,jalan-jalan,,,False,normal,522,0.3127079260305171,False
Incoming,Paula Holden,Stephen Meadows,01/15/2025 14:00,01/15/2025 22:00,ok see you tomorrow,,,False,normal,523,0.3127079260305171,False
Outgoing,Jillian Blackwell,Gregory Williams,01/02/2025 01:02,01/02/2025 09:02,gram,,,False,drug,524,0.3127079260305171,False
Outgoing,Connie Zimmerman,Robert Carroll,01/19/2025 08:43,01/19/2025 16:43,game tonight,,,False,normal,525,0.3127079260305171,False
Incoming,Eugene Young,Brian Clarke,01/04/2025 01:25,01/04/2025 09:25,ubat kuat,,,False,drug,526,0.3127079260305171,False
Incoming,Robert Burns,Kelly Patel,01/12/2025 18:44,01/13/2025 02:44,how are you?,,,False,normal,527,0.3127079260305171,False
Outgoing,Robert Jackson,Kyle Lee,01/19/2025 00:17,01/19/2025 08:17,working late,,,False,normal,528,0.3127079260305171,False
Outgoing,Renee Le,Amber Hansen,01/04/2025 18:34,01/05/2025 02:34,port biasa,,,False,drug,529,0.3127079260305171,False
Outgoing,Jordan Thomas,Lisa Crawford,01/04/2025 00:19,01/04/2025 08:19,gram,,,False,drug,530,0.3127079260305171,False
Outgoing,Nicole Chen,Kimberly Zamora,01/21/2025 18:49,01/22/2025 02:49,later go movie,,,False,normal,531,0.3127079260305171,False
Incoming,Brandon Martin,Tracy Park,01/03/2025 17:29,01/04/2025 01:29,ambil barang,,,False,drug,532,0.4991575369830738,True
Incoming,Michelle Ellis,Robert Henry MD,01/03/2025 13:45,01/03/2025 21:45,barang ori,,,False,drug,533,0.4991575369830738,True
Incoming,Kristina Davis,William Johnson,01/15/2025 22:15,01/16/2025 06:15,holiday plan,,,False,normal,534,0.3127079260305171,False
Incoming,Elizabeth Payne,Sharon Moore,01/11/2025 21:56,01/12/2025 05:56,holiday plan,,,False,normal,535,0.3127079260305171,False
Incoming,Patrick Nguyen,David Rios,01/16/2025 13:35,01/16/2025 21:35,meeting at 3pm,,,False,normal,536,0.3127079260305171,False
Outgoing,Amy Mullins,Mark Scott,01/13/2025 11:02,01/13/2025 19:02,lunch break,,,False,normal,537,0.3127079260305171,False
Incoming,Kevin Gates,Bradley Lee,01/01/2025 10:49,01/01/2025 18:49,half g,,,False,drug,538,0.3127079260305171,False
Outgoing,Bailey Acevedo,Kristen Adams,01/22/2025 22:34,01/23/2025 06:34,working late,,,False,normal,539,0.3127079260305171,False
Outgoing,Tracy Hensley,Andrew Wright,01/19/2025 22:56,01/20/2025 06:56,lunch break,,,False,normal,540,0.3127079260305171,False
Incoming,Kelly Price,Molly Wyatt,01/19/2025 07:33,01/19/2025 15:33,good night,,,False,normal,541,0.3127079260305171,False
Outgoing,Amanda Stewart,Daniel Bentley,01/02/2025 18:15,01/03/2025 02:15,è´§ ada,,,False,drug,542,0.3127079260305171,False
Incoming,Eric Beck,Nathan Dean,01/12/2025 09:55,01/12/2025 17:55,ok see you tomorrow,,,False,normal,543,0.3127079260305171,False
Outgoing,Patrick Gibbs,Scott Marks,01/18/2025 19:31,01/19/2025 03:31,jalan-jalan,,,False,normal,544,0.3127079260305171,False
Outgoing,Jessica Anderson,Emily Wong,01/17/2025 07:54,01/17/2025 15:54,ok see you tomorrow,,,False,normal,545,0.3127079260305171,False
Outgoing,Joseph Heath,Darius Lee,01/15/2025 05:46,01/15/2025 13:46,football match best,,,False,normal,546,0.3127079260305171,False
Outgoing,Kevin Higgins,Emma Walton,01/19/2025 00:15,01/19/2025 08:15,apa khabar?,,,False,normal,547,0.3127079260305171,False
Incoming,Wendy Fox,Matthew Williamson,01/16/2025 05:12,01/16/2025 13:12,catch up later,,,False,normal,548,0.3127079260305171,False
Incoming,Brandi Harris,Jessica Palmer,01/16/2025 14:00,01/16/2025 22:00,football match best,,,False,normal,549,0.3127079260305171,False
Outgoing,Mary Carson,Amanda Key,01/08/2025 09:18,01/08/2025 17:18,smoke,,,False,drug,550,0.3127079260305171,False
Outgoing,Jonathan Sanchez,Jordan Davis,01/06/2025 22:45,01/07/2025 06:45,ice,,,False,drug,551,0.4681264086466392,True
Incoming,Casey Castro,Daniel Johnson,01/04/2025 10:15,01/04/2025 18:15,port biasa,,,False,drug,552,0.3127079260305171,False
Incoming,Isabella Cooke,Jillian Robinson,01/18/2025 20:19,01/19/2025 04:19,good night,,,False,normal,553,0.3127079260305171,False
Outgoing,Dustin Mcclure,David Hall,01/22/2025 12:58,01/22/2025 20:58,drive safe,,,False,normal,554,0.3127079260305171,False
Incoming,Theodore Jimenez,Brittany Martin,01/17/2025 09:25,01/17/2025 17:25,drive safe,,,False,normal,555,0.3127079260305171,False
Incoming,Jodi Townsend,Christina Morgan,01/21/2025 09:12,01/21/2025 17:12,family dinner,,,False,normal,556,0.3127079260305171,False
Outgoing,David Lester,Stephanie Gilbert,01/07/2025 02:50,01/07/2025 10:50,one g,,,False,drug,557,0.3127079260305171,False
Incoming,Phillip Robles,Joel Jimenez,01/14/2025 22:05,01/15/2025 06:05,later go movie,,,False,normal,558,0.3127079260305171,False
Outgoing,Michelle Peterson,Nancy Patterson,01/14/2025 06:45,01/14/2025 14:45,jalan-jalan,,,False,normal,559,0.3127079260305171,False
Outgoing,Nathan Snyder,Helen Powell,01/17/2025 19:33,01/18/2025 03:33,working late,,,False,normal,560,0.3127079260305171,False
Outgoing,Margaret Hendricks,Richard Kim,01/10/2025 05:26,01/10/2025 13:26,game tonight,,,False,normal,561,0.3127079260305171,False
Incoming,David Ellis,Angela Ware,01/03/2025 03:23,01/03/2025 11:23,paket,,,False,drug,562,0.3127079260305171,False
Incoming,Ashley Smith,Rebecca Larsen,01/08/2025 03:36,01/08/2025 11:36,ice,,,False,drug,563,0.4681264086466392,True
Outgoing,Lynn Elliott,Rachel Baker,01/20/2025 16:56,01/21/2025 00:56,jalan-jalan,,,False,normal,564,0.3127079260305171,False
Outgoing,Lisa Williams,John Wallace,01/02/2025 23:35,01/03/2025 07:35,pil kuda,,,False,drug,565,0.3127079260305171,False
Outgoing,Mark Alvarado,Adam Bennett,01/07/2025 11:05,01/07/2025 19:05,å°æ¯,,,False,drug,566,0.3127079260305171,False
Outgoing,Diana Murphy,Deborah Duarte,01/05/2025 07:53,01/05/2025 15:53,syabu,,,False,drug,567,0.4991575369830738,True
Outgoing,Mr. William Mcintosh,Amy Howe,01/02/2025 05:18,01/02/2025 13:18,ice,,,False,drug,568,0.4681264086466392,True
Incoming,Tara Mcbride,Rebecca Moore,01/12/2025 22:54,01/13/2025 06:54,jom makan,,,False,normal,569,0.3127079260305171,False
Incoming,Jordan Ross,Connie Landry,01/13/2025 21:44,01/14/2025 05:44,how are you?,,,False,normal,570,0.3127079260305171,False
Outgoing,Jason Madden,Sean Cook,01/11/2025 15:10,01/11/2025 23:10,holiday plan,,,False,normal,571,0.3127079260305171,False
Outgoing,Lisa Henry,Joshua Cox,01/16/2025 16:49,01/17/2025 00:49,jalan-jalan,,,False,normal,572,0.3127079260305171,False
Incoming,Michelle Baldwin,Stacy Solomon,01/06/2025 10:57,01/06/2025 18:57,ç«,,,False,drug,573,0.3127079260305171,False
Incoming,Mary Mills,William Roberts,01/11/2025 18:40,01/12/2025 02:40,catch up later,,,False,normal,574,0.3127079260305171,False
Incoming,Richard Yu,Bradley Cameron,01/04/2025 19:52,01/05/2025 03:52,å°æ¯,,,False,drug,575,0.3127079260305171,False
Outgoing,Mark Small,Sarah Estrada,01/14/2025 02:17,01/14/2025 10:17,drive safe,,,False,normal,576,0.3127079260305171,False
Outgoing,Jennifer Sandoval,Barbara Smith,01/18/2025 08:17,01/18/2025 16:17,shopping,,,False,normal,577,0.3127079260305171,False
Outgoing,Steven Gallagher,John Savage,01/15/2025 11:36,01/15/2025 19:36,working late,,,False,normal,578,0.3127079260305171,False
Outgoing,Tina Holmes,Denise Franco,01/17/2025 16:50,01/18/2025 00:50,jalan-jalan,,,False,normal,579,0.3127079260305171,False
Outgoing,Latoya Bush,Taylor Richardson,01/02/2025 13:07,01/02/2025 21:07,å°æ¯,,,False,drug,580,0.3127079260305171,False
Outgoing,Teresa Sloan,Michael Montoya,01/05/2025 20:06,01/06/2025 04:06,barang ori,,,False,drug,581,0.4991575369830738,True
Incoming,Melissa Berger,Brittany Wagner DDS,01/02/2025 04:07,01/02/2025 12:07,line clear,,,False,drug,582,0.3127079260305171,False
Outgoing,Andres Smith,Emily Moore,01/13/2025 18:59,01/14/2025 02:59,on the way,,,False,normal,583,0.3127079260305171,False
Outgoing,Megan Warren,Robert Michael,01/17/2025 20:05,01/18/2025 04:05,good night,,,False,normal,584,0.3127079260305171,False
Incoming,Brian Shaw DVM,Kristen Blackwell,01/11/2025 17:24,01/12/2025 01:24,catch up later,,,False,normal,585,0.3127079260305171,False
Outgoing,Sonya Diaz,Alexander Mcclure,01/17/2025 17:39,01/18/2025 01:39,good night,,,False,normal,586,0.3127079260305171,False
Incoming,Laura Flores,Alison Gonzalez,01/10/2025 07:36,01/10/2025 15:36,drive safe,,,False,normal,587,0.3127079260305171,False
Incoming,Cindy Butler,Rebecca Espinoza PhD,01/11/2025 22:09,01/12/2025 06:09,apa khabar?,,,False,normal,588,0.3127079260305171,False
Outgoing,Dustin Reid,Joseph Rivas,01/10/2025 04:05,01/10/2025 12:05,å°æ¯,,,False,drug,589,0.3127079260305171,False
Outgoing,Mr. Charles Henry,Joshua Alexander,01/08/2025 08:41,01/08/2025 16:41,ambil barang,,,False,drug,590,0.4991575369830738,True
Incoming,Daniel Le,Vanessa Stone,01/13/2025 13:56,01/13/2025 21:56,working late,,,False,normal,591,0.3127079260305171,False
Incoming,John Deleon,Brandon Nguyen,01/08/2025 09:34,01/08/2025 17:34,syabu,,,False,drug,592,0.4991575369830738,True
Incoming,Kristen Harrison,Michelle Lewis,01/15/2025 01:25,01/15/2025 09:25,good night,,,False,normal,593,0.3127079260305171,False
Incoming,David Zavala,Emily Nelson,01/03/2025 01:42,01/03/2025 09:42,paket,,,False,drug,594,0.3127079260305171,False
Outgoing,Kendra Kelly,Kevin Becker,01/17/2025 20:43,01/18/2025 04:43,football match best,,,False,normal,595,0.3127079260305171,False
Outgoing,Kevin Velazquez,Mrs. Crystal Campbell DDS,01/05/2025 18:33,01/06/2025 02:33,one g,,,False,drug,596,0.3127079260305171,False
Incoming,Erin Summers,Christy Brown,01/15/2025 02:46,01/15/2025 10:46,football match best,,,False,normal,597,0.3127079260305171,False
Outgoing,Todd Doyle,Catherine Crawford,01/02/2025 02:33,01/02/2025 10:33,budak hantar,,,False,drug,598,0.3127079260305171,False
Outgoing,Nancy Green,Justin Santos,01/03/2025 01:32,01/03/2025 09:32,syabu,,,False,drug,599,0.4991575369830738,True
Incoming,William Morgan,Cody Richards,01/02/2025 01:16,01/02/2025 09:16,ambil barang,,,False,drug,600,0.4991575369830738,True
Incoming,David Chase,Jason Nixon,01/16/2025 21:22,01/17/2025 05:22,later go movie,,,False,normal,601,0.3127079260305171,False
Incoming,John Estrada,Lisa Preston,01/13/2025 00:58,01/13/2025 08:58,holiday plan,,,False,normal,602,0.3127079260305171,False
Outgoing,Mr. Shane Brown,Michael Sullivan,01/03/2025 23:07,01/04/2025 07:07,rehab tak?,,,False,drug,603,0.3127079260305171,False
Incoming,Brad Ross,Scott Jensen,01/21/2025 08:18,01/21/2025 16:18,drive safe,,,False,normal,604,0.3127079260305171,False
Outgoing,Jessica Benjamin,Chris Richards,01/12/2025 06:25,01/12/2025 14:25,shopping,,,False,normal,605,0.3127079260305171,False
Outgoing,Emily Webster,Jordan Smith,01/10/2025 00:00,01/10/2025 08:00,check line,,,False,drug,606,0.3127079260305171,False
Incoming,David Reyes,Jody Butler,01/04/2025 07:53,01/04/2025 15:53,ambil barang,,,False,drug,607,0.4991575369830738,True
Outgoing,Cassidy Rice,Matthew Roman,01/17/2025 00:53,01/17/2025 08:53,assignment siap?,,,False,normal,608,0.3127079260305171,False
Outgoing,Rebecca Gillespie,Kristin Smith,01/10/2025 21:35,01/11/2025 05:35,game tonight,,,False,normal,609,0.3127079260305171,False
Incoming,Andrew Bennett,Jessica Shaw,01/06/2025 08:13,01/06/2025 16:13,syabu,,,False,drug,610,0.4991575369830738,True
Outgoing,Richard Taylor,Dale Brown PhD,01/15/2025 18:52,01/16/2025 02:52,football match best,,,False,normal,611,0.3127079260305171,False
Incoming,Rhonda Barker,Jamie Hooper,01/03/2025 15:15,01/03/2025 23:15,ambil barang,,,False,drug,612,0.4991575369830738,True
Incoming,Andrew Davenport,Rhonda Lee,01/12/2025 07:23,01/12/2025 15:23,football match best,,,False,normal,613,0.3127079260305171,False
Outgoing,Leslie Hernandez,James Smith,01/18/2025 06:26,01/18/2025 14:26,how are you?,,,False,normal,614,0.3127079260305171,False
Outgoing,Mark Baker,Vincent Pratt,01/12/2025 13:36,01/12/2025 21:36,on the way,,,False,normal,615,0.3127079260305171,False
Incoming,Molly Cooper,Mark Williams,01/18/2025 06:12,01/18/2025 14:12,exam coming soon,,,False,normal,616,0.3127079260305171,False
Incoming,Nicole Howard,Joseph Jones,01/16/2025 18:38,01/17/2025 02:38,lunch break,,,False,normal,617,0.3127079260305171,False
Outgoing,Kristi Gonzalez,Diana Dean,01/06/2025 19:10,01/07/2025 03:10,è´§ ada,,,False,drug,618,0.3127079260305171,False
Outgoing,William Morris,Mrs. Heather Brown,01/11/2025 01:54,01/11/2025 09:54,family dinner,,,False,normal,619,0.3127079260305171,False
Incoming,Miss Elizabeth Gentry MD,John Benitez,01/11/2025 02:49,01/11/2025 10:49,later go movie,,,False,normal,620,0.3127079260305171,False
Incoming,Kelsey Casey,Christina Campos,01/15/2025 19:26,01/16/2025 03:26,game tonight,,,False,normal,621,0.3127079260305171,False
Incoming,David Fernandez,Jennifer Lane,01/07/2025 05:22,01/07/2025 13:22,paket,,,False,drug,622,0.3127079260305171,False
Outgoing,Brandon Jackson,Jason Hartman MD,01/04/2025 07:07,01/04/2025 15:07,barang ori,,,False,drug,623,0.4991575369830738,True
Outgoing,Courtney Murphy,James Barker,01/02/2025 12:42,01/02/2025 20:42,smoke,,,False,drug,624,0.3127079260305171,False
Incoming,Gail Kelly,Crystal Terrell,01/07/2025 00:11,01/07/2025 08:11,one g,,,False,drug,625,0.3127079260305171,False
Outgoing,Clifford Johnson,Clayton Anderson,01/04/2025 04:08,01/04/2025 12:08,ç«,,,False,drug,626,0.3127079260305171,False
Incoming,Katherine Powell,Pamela Black,01/16/2025 03:35,01/16/2025 11:35,how are you?,,,False,normal,627,0.3127079260305171,False
Incoming,Maria Aguilar,Omar Jones,01/16/2025 05:48,01/16/2025 13:48,on the way,,,False,normal,628,0.3127079260305171,False
Outgoing,Blake Martin,Kerry Jackson,01/20/2025 09:19,01/20/2025 17:19,see you at mall,,,False,normal,629,0.3127079260305171,False
Outgoing,Christopher Kline,Thomas Walker,01/15/2025 10:52,01/15/2025 18:52,holiday plan,,,False,normal,630,0.3127079260305171,False
Outgoing,Nancy Stuart,Juan Jimenez,01/02/2025 11:01,01/02/2025 19:01,check line,,,False,drug,631,0.3127079260305171,False
Outgoing,Jennifer Jones,Carlos Stewart,01/21/2025 05:12,01/21/2025 13:12,lunch break,,,False,normal,632,0.3127079260305171,False
Incoming,Phyllis Thompson,Jeremy Glass,01/20/2025 01:36,01/20/2025 09:36,ok see you tomorrow,,,False,normal,633,0.3127079260305171,False
Outgoing,Katelyn Castro,Catherine Wright,01/07/2025 04:08,01/07/2025 12:08,pil kuda,,,False,drug,634,0.3127079260305171,False
Outgoing,Peter Owens,Thomas Ward,01/18/2025 19:19,01/19/2025 03:19,shopping,,,False,normal,635,0.3127079260305171,False
Incoming,Kelsey Gaines,Kevin Dawson,01/02/2025 09:31,01/02/2025 17:31,smoke,,,False,drug,636,0.3127079260305171,False
Incoming,Daniel Holloway,Brandon Santos,01/17/2025 20:42,01/18/2025 04:42,football match best,,,False,normal,637,0.3127079260305171,False
Incoming,Susan Salinas,Stacie Turner,01/16/2025 21:40,01/17/2025 05:40,see you at mall,,,False,normal,638,0.3127079260305171,False
Outgoing,Jerry Smith,Joan Lopez,01/13/2025 00:37,01/13/2025 08:37,jalan-jalan,,,False,normal,639,0.3127079260305171,False
Incoming,Isabel Herring,Claudia Page,01/15/2025 05:24,01/15/2025 13:24,holiday plan,,,False,normal,640,0.3127079260305171,False
Incoming,Veronica Kennedy,Sharon Jackson,01/11/2025 18:43,01/12/2025 02:43,how are you?,,,False,normal,641,0.3127079260305171,False
Incoming,Jerry Roberts,Natalie Yu,01/20/2025 13:00,01/20/2025 21:00,assignment siap?,,,False,normal,642,0.3127079260305171,False
Outgoing,Carol Oliver MD,Mr. Evan Gilbert,01/21/2025 08:14,01/21/2025 16:14,apa khabar?,,,False,normal,643,0.3127079260305171,False
Incoming,Renee Hansen,Edward Richardson,01/08/2025 19:58,01/09/2025 03:58,stuff,,,False,drug,644,0.4681264086466392,True
Outgoing,Janice Mullins,Sandra Wong,01/11/2025 21:14,01/12/2025 05:14,apa khabar?,,,False,normal,645,0.3127079260305171,False
Incoming,April Barton,Daniel Arnold,01/03/2025 16:38,01/04/2025 00:38,line clear,,,False,drug,646,0.3127079260305171,False
Outgoing,Adam Conner,Terry Anthony,01/12/2025 17:09,01/13/2025 01:09,drive safe,,,False,normal,647,0.3127079260305171,False
Incoming,Daryl Smith,Christopher Williamson,01/19/2025 19:14,01/20/2025 03:14,holiday plan,,,False,normal,648,0.3127079260305171,False
Incoming,Kristina Gonzalez,Shannon Graham,01/12/2025 02:12,01/12/2025 10:12,later go movie,,,False,normal,649,0.3127079260305171,False
Incoming,Kevin Williams,Randy Smith,01/20/2025 22:30,01/21/2025 06:30,meeting at 3pm,,,False,normal,650,0.3127079260305171,False
Incoming,Jose Peters,Mallory Dominguez,01/19/2025 05:55,01/19/2025 13:55,see you at mall,,,False,normal,651,0.3127079260305171,False
Outgoing,John Evans,Gina Smith,01/09/2025 13:29,01/09/2025 21:29,å°æ¯,,,False,drug,652,0.3127079260305171,False
Incoming,Aaron Smith,Angela Rodgers,01/04/2025 23:50,01/05/2025 07:50,è´§ ada,,,False,drug,653,0.3127079260305171,False
Outgoing,Janice Smith,Dylan Turner,01/06/2025 00:08,01/06/2025 08:08,stuff,,,False,drug,654,0.4681264086466392,True
Incoming,Tyler Rice,Carl Carroll,01/19/2025 11:23,01/19/2025 19:23,later go movie,,,False,normal,655,0.3127079260305171,False
Incoming,Jennifer Wright,Alyssa Carr,01/15/2025 01:55,01/15/2025 09:55,good night,,,False,normal,656,0.3127079260305171,False
Outgoing,Jennifer Molina,Eric Murphy,01/01/2025 20:20,01/02/2025 04:20,gram,,,False,drug,657,0.3127079260305171,False
Incoming,Robin Fleming,Nicholas Thomas,01/18/2025 14:17,01/18/2025 22:17,how are you?,,,False,normal,658,0.3127079260305171,False
Outgoing,Gerald Nixon,Alexandra Costa,01/11/2025 05:03,01/11/2025 13:03,lunch break,,,False,normal,659,0.3127079260305171,False
Outgoing,Deborah Vargas,Rebecca Joyce,01/08/2025 19:35,01/09/2025 03:35,check line,,,False,drug,660,0.3127079260305171,False
Incoming,Nancy Holder MD,Jessica Smith,01/09/2025 07:36,01/09/2025 15:36,budak hantar,,,False,drug,661,0.3127079260305171,False
Outgoing,Patricia Baker,Vicki Castro MD,01/04/2025 09:26,01/04/2025 17:26,gram,,,False,drug,662,0.3127079260305171,False
Incoming,Christopher Carter,Kim James,01/11/2025 19:12,01/12/2025 03:12,game tonight,,,False,normal,663,0.3127079260305171,False
Outgoing,Eugene Sanchez,Margaret Campbell,01/15/2025 07:44,01/15/2025 15:44,drive safe,,,False,normal,664,0.3127079260305171,False
Outgoing,Samuel Jones,William Vincent,01/09/2025 08:58,01/09/2025 16:58,stuff,,,False,drug,665,0.4681264086466392,True
Outgoing,Cheyenne Hill,Linda Sandoval,01/09/2025 23:22,01/10/2025 07:22,stuff,,,False,drug,666,0.4681264086466392,True
Incoming,Katie Wells,Emily Thompson,01/15/2025 22:07,01/16/2025 06:07,meeting at 3pm,,,False,normal,667,0.3127079260305171,False
Outgoing,Michael Cunningham,Michael Contreras,01/09/2025 14:15,01/09/2025 22:15,å°æ¯,,,False,drug,668,0.3127079260305171,False
Outgoing,Mary Klein,Ashley Jackson,01/16/2025 17:52,01/17/2025 01:52,lunch break,,,False,normal,669,0.3127079260305171,False
Incoming,Melanie Reed,Katelyn Kline,01/21/2025 15:31,01/21/2025 23:31,lunch break,,,False,normal,670,0.3127079260305171,False
Outgoing,Brandon Williams,Kayla Reyes,01/18/2025 21:14,01/19/2025 05:14,game tonight,,,False,normal,671,0.3127079260305171,False
Outgoing,Gordon Jackson,Sarah Moore,01/22/2025 00:29,01/22/2025 08:29,apa khabar?,,,False,normal,672,0.3127079260305171,False
Outgoing,Jimmy Carter,William Hernandez,01/21/2025 22:26,01/22/2025 06:26,family dinner,,,False,normal,673,0.3127079260305171,False
Incoming,Sean James,Elizabeth Mendez,01/03/2025 10:30,01/03/2025 18:30,stuff,,,False,drug,674,0.4681264086466392,True
Incoming,Ashley Brady,Jeremy Oneill,01/10/2025 04:23,01/10/2025 12:23,jom makan,,,False,normal,675,0.3127079260305171,False
Outgoing,Amanda Wallace,Carla Sellers,01/11/2025 04:03,01/11/2025 12:03,on the way,,,False,normal,676,0.3127079260305171,False
Incoming,Christopher Wells,Deborah Roberts MD,01/03/2025 14:16,01/03/2025 22:16,barang ori,,,False,drug,677,0.4991575369830738,True
Incoming,Terry Mcconnell,Jennifer Edwards,01/18/2025 06:43,01/18/2025 14:43,on the way,,,False,normal,678,0.3127079260305171,False
Incoming,Nicholas Hughes,Scott Stephens,01/08/2025 20:07,01/09/2025 04:07,stuff,,,False,drug,679,0.4681264086466392,True
Outgoing,Zachary Lucas,Kyle Thomas,01/14/2025 02:21,01/14/2025 10:21,jalan-jalan,,,False,normal,680,0.3127079260305171,False
Incoming,John Rice,Angela Duke,01/13/2025 03:49,01/13/2025 11:49,working late,,,False,normal,681,0.3127079260305171,False
Outgoing,Leslie Taylor,Brandon Proctor,01/01/2025 16:03,01/02/2025 00:03,paket,,,False,drug,682,0.3127079260305171,False
Incoming,Craig Jordan,Debbie Shepard,01/20/2025 14:04,01/20/2025 22:04,exam coming soon,,,False,normal,683,0.3127079260305171,False
Incoming,Karen Bailey,George Boyer,01/17/2025 16:03,01/18/2025 00:03,shopping,,,False,normal,684,0.3127079260305171,False
Outgoing,Jessica Jordan,Heather Smith,01/20/2025 22:06,01/21/2025 06:06,ok see you tomorrow,,,False,normal,685,0.3127079260305171,False
Incoming,Christopher Miller,Veronica Carpenter,01/20/2025 12:57,01/20/2025 20:57,working late,,,False,normal,686,0.3127079260305171,False
Outgoing,Mark Johnson,Andrew Walter,01/07/2025 07:08,01/07/2025 15:08,syabu,,,False,drug,687,0.4991575369830738,True
Incoming,Melinda Webster,Jonathan Conley,01/06/2025 16:20,01/07/2025 00:20,smoke,,,False,drug,688,0.3127079260305171,False
Incoming,Amanda Stevens,Dr. John Haas Jr.,01/11/2025 22:24,01/12/2025 06:24,game tonight,,,False,normal,689,0.3127079260305171,False
Outgoing,Jennifer Stanley,Charles Brennan,01/11/2025 22:14,01/12/2025 06:14,jom makan,,,False,normal,690,0.3127079260305171,False
Outgoing,Elizabeth Black,Melanie Ford,01/16/2025 22:13,01/17/2025 06:13,on the way,,,False,normal,691,0.3127079260305171,False
Incoming,Adam Hughes,Steven Weaver,01/04/2025 15:36,01/04/2025 23:36,paket,,,False,drug,692,0.3127079260305171,False
Incoming,Helen Kane,James Davis,01/03/2025 18:15,01/04/2025 02:15,gram,,,False,drug,693,0.3127079260305171,False
Incoming,Alex Hart,Ryan Santana,01/13/2025 02:22,01/13/2025 10:22,jalan-jalan,,,False,normal,694,0.3127079260305171,False
Outgoing,Deborah Rocha,Andrew Jones,01/09/2025 14:38,01/09/2025 22:38,è´§ ready,,,False,drug,695,0.3127079260305171,False
Outgoing,Martin Carter,Lisa Mccoy,01/07/2025 22:37,01/08/2025 06:37,è´§ ready,,,False,drug,696,0.3127079260305171,False
Outgoing,Jason Walsh,Susan Hughes,01/06/2025 16:48,01/07/2025 00:48,half g,,,False,drug,697,0.3127079260305171,False
Incoming,Kayla Davis,Bobby Wong,01/03/2025 04:35,01/03/2025 12:35,budak hantar,,,False,drug,698,0.3127079260305171,False
Outgoing,Gregory Garcia,George Smith,01/07/2025 21:30,01/08/2025 05:30,ç«,,,False,drug,699,0.3127079260305171,False
Incoming,Brian Hess,David Walters,01/18/2025 12:51,01/18/2025 20:51,exam coming soon,,,False,normal,700,0.3127079260305171,False
Incoming,Shawn Lopez,Hayley Gray,01/12/2025 09:30,01/12/2025 17:30,exam coming soon,,,False,normal,701,0.3127079260305171,False
Outgoing,Alan Herrera,Susan Guzman,01/22/2025 03:11,01/22/2025 11:11,apa khabar?,,,False,normal,702,0.3127079260305171,False
Incoming,Anna Brown MD,Dr. Jessica Williams,01/14/2025 01:36,01/14/2025 09:36,lunch break,,,False,normal,703,0.3127079260305171,False
Incoming,Stacey Jacobson,Jessica Maxwell,01/12/2025 14:22,01/12/2025 22:22,drive safe,,,False,normal,704,0.3127079260305171,False
